Carimbo de data/hora,Nome do pesquisador,Local da pesquisa,Qual a sua idade?,Qual o gênero com o qual você se identifica?,Você se autodeclara em relação a raça/cor?,Em qual bairro você mora? Caso não esteja listado responder na próxima pergunta.,Bairro (Outro):,Qual sua atividade principal,Você possui alguma atividade secundária?,Existe um local seguro para guardar bicicleta no meu local de estudo,Por qual motivo você não usa bicicleta para ir para escola/faculdade/curso?,"Você utiliza bicicleta nos seus deslocamentos, mesmo que de forma secundária ou poucas vezes no mês?",Com que frequência você pedala,Você tem medo de acidentes quando pedala em Fortaleza?,O que precisa melhorar para que você pedale de forma mais confortável e segura em Fortaleza? (pode marcar várias),Seus destinos de trabalho/estudo/lazer ou outros são próximos de você? (Até 15min),Porque você escolhe andar de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_ciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_ciclista,Porque você não anda mais de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_nciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Possuo bicicleta em casa],Você concorda com as seguintes afirmações? [Tenho acesso a bicicleta de outra pessoa ou de bicicletas públicas],Você concorda com as seguintes afirmações? [Meus destinos de trabalho/estudo/outros são proximos da minha casa (15min)],Você concorda com as seguintes afirmações? [Tenho medo de sofrer um acidente de trânsito],Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_nciclista,Qual meio de transporte você mais utiliza no dia a dia para suas atividades diárias? (Modo principal),"Você utiliza algum outro meio de transporte secundário? (se não, deixar em branco)",Você gostaria de mudar seu meio de transporte principal? Para qual modo?,Utilizo mais de um ônibus para realizar minha atividade principal trabalho/estudo/outros.,Um dos ônibus que eu pego nas minhas viagens diárias faz uma viagem de curta distância (15min).,Existem locais para guardar minha bicicleta ao longo do meu caminho para minha atividade diária trabalho/estudo/outros.,O que lhe impede de usar bicicleta integrando com o ônibus (usar bicicleta e ônibus) nos seus deslocamentos diários? (Pode marcar várias),Um caminho ou trecho totalmente separado da rua e dos veículos,"Uma rua residencial tranquila, sem ciclofaixa","Uma rua residencial tranquila, com ciclofaixa","Uma rua comercial de bairro, sem ciclofaixa ou ciclovia","Uma rua comercial de bairro, com ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, sem ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclofaixa","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclovia","Uma rodovia, com 4 faixas por sentido e velocidades altas, sem ciclofaixa ou ciclovia.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclofaixa.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclovia.",Você gostaria de pedalar mais do que atualmente?,Você pedalou nos últimos 30 dias?,"Qual é a renda total do seu domicílio? Ou seja, a soma dos rendimentos de todos que moram na sua casa.",Você aprendeu ou foi estimulado a aprender a andar de bicicleta na infância?,SR,Tipo de ciclistas,Ciclista,no_sense
2024-08-14T17:26:37.362Z,Sabrina Farias,Iguatemi,18 - 25,Feminino,Branco (a),Quintino Cunha,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,"Não tenho bicicleta, Não há ciclovias ou ciclofaixas no meu caminho, Desrespeito dos motoristas e motociclistas com o ciclista",Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Uber moto,Sim,Discordo fortemente,Sim,"Distância da viagem, Tenho medo de sofrer um acidente andando de bicicleta",5 - Muito confortável,1 - Muito desconfortável,3,1 - Muito desconfortável,2,1 - Muito desconfortável,3,5 - Muito confortável,1 - Muito desconfortável,2,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 3,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-14T17:33:05.498Z,Sabrina Farias,Iguatemi,18 - 25,Feminino,Pardo (a),Conjunto Ceará I,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Pelo menos 1 vez por mês,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Menos buracos nas ruas, Segurança pública (em relação a assaltos)",Não,Faço exercícios enquanto ando de bicicleta.,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Carro,Sim,Discordo fortemente,Sim,Distância da viagem,5 - Muito confortável,2,4,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,4,1 - Muito desconfortável,1 - Muito desconfortável,3,3 - Não sei dizer,Não,Entre 2 e 3 salários mínimos,,,De jeito nenhum,Ciclista,FALSE
2024-08-14T17:33:18.595Z,Daniel,Iguatemi,31-35,Masculino,Branco (a),Bela Vista,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Mais de 2 vezes por semana,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Opções de hidratação, Qualidade das ciclovias e ciclofaixas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Os carros e outros meios de transporte trafegassem/andassem mais devagar, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Não,"É mais barato, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta.",Discordo,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,,,,,,,,,,,,,Carona de carro,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,2,1 - Muito desconfortável,1 - Muito desconfortável,3,1 - Muito desconfortável,2,4,2,2,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 11,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-14T17:38:29.925Z,Daniel,Iguatemi,31-35,Masculino,Pardo (a),Dionísio Torres,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Meu local de trabalho/estudo/lazer/ outros é muito distante para ir de bicicleta,Concordo,Discordo,Concordo parcialmente,Concordo,Discordo,Concordo parcialmente,Concordo,Concordo,Discordo,Concordo,Concordo,Dirigindo carro,Dirigindo carro,Não gostaria,,,,,5 - Muito confortável,4,3,1 - Muito desconfortável,2,,4,4,2,3,4,3 - Não sei dizer,Não,Entre 1 e 2 salários mínimos,,SR 2,De jeito nenhum,Não ciclista,TRUE
2024-08-14T17:39:20.792Z,Sabrina Farias,Iguatemi,46-50,Masculino,Pardo (a),Aldeota,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não gosto de andar de bicicleta,Concordo,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Dirigindo carro,,Não gostaria,,,,,5 - Muito confortável,1 - Muito desconfortável,3,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,3,2 - Discordo,Não,Entre 3 e 4 salários mínimos,,SR 2,De jeito nenhum,Não ciclista,FALSE
2024-08-14T17:44:46.930Z,Sabrina Farias,Iguatemi,18 - 25,Feminino,Pardo (a),Lagoa Redonda,,Trabalho fixo,Estudo/Faculdade/Educação,,,Utilizo sempre,Mais de 2 vezes por semana,"3 - Nem seguro, nem inseguro","Ciclovias e ciclofaixas mais seguras, Distância em relação aos carros, motos e outros meios",Não,Gosto de andar de bicicleta (é prazeroso),Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Bicicleta,Sim,Discordo fortemente,Sim,Distância da viagem,5 - Muito confortável,4,5 - Muito confortável,3,4,2,4,5 - Muito confortável,2,3,5 - Muito confortável,5 - Concordo fortemente,Sim,Entre 1 e 2 salários mínimos,,SR 6,Entusiasmado e confiante,Ciclista,FALSE
2024-08-14T17:48:58.819Z,Sabrina Farias,Iguatemi,41-45,Masculino,Pardo (a),Barra Do Ceará,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Raramente,"3 - Nem seguro, nem inseguro","Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Menos buracos nas ruas, Local seguro para guardar a bicicleta",Não,Faço exercícios enquanto ando de bicicleta.,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Carro,Sim,Discordo fortemente,Sim,Distância da viagem,5 - Muito confortável,3,5 - Muito confortável,3,5 - Muito confortável,2,4,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Não,Entre 2 e 3 salários mínimos,,,Entusiasmado e confiante,Ciclista,FALSE
2024-08-14T17:51:21.577Z,Sabrina Farias,Iguatemi,36-40,Masculino,Pardo (a),Dionísio Torres,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Desrespeito dos motoristas e motociclistas com o ciclista,Concordo,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Ônibus Municipal ou Vans,,Motocicleta,Sim,Discordo fortemente,Sim,Distância da viagem,5 - Muito confortável,4,5 - Muito confortável,2,4,1 - Muito desconfortável,2,5 - Muito confortável,1 - Muito desconfortável,4,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 2,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-14T17:54:06.740Z,Daniel,Iguatemi,26-30,Masculino,Pardo (a),Bela Vista,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Discordo,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Uber carro,Uber carro,Carro,,,,,4,3,3,,,,,,,,,,,Prefiro não responder,,SR 11,,Não ciclista,TRUE
2024-08-15T07:52:16.674Z,Daniel,Feira do Tancredo,18 - 25,Masculino,Branco (a),Jardim Das Oliveiras,,Estudo/Faculdade/Educação,Estudo/Faculdade/Educação,Não,Já uso bicicleta,Utilizo pouco (+/-1 vez por mês),5 ou mais vezes por semana,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Conforto térmico (temperatura na rua), Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Distância em relação aos carros, motos e outros meios, Os carros e outros meios de transporte trafegassem/andassem mais devagar, Local seguro para guardar a bicicleta",Sim,"É mais rápido, É mais barato, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Concordo parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,,,,,,,,,,,,,Bicicleta,Ônibus Municipal ou Vans,Motocicleta,,,,,5 - Muito confortável,2,2,2,2,1 - Muito desconfortável,3,3,1 - Muito desconfortável,2,4,3 - Não sei dizer,Sim,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-15T07:55:28.071Z,Sabrina Farias,Feira do Tancredo Neves,36-40,Feminino,Branco (a),Bom Jardim,,Trabalho fixo,,,,Utilizo sempre,Mais de 2 vezes por semana,1 - Tenho muito medo,"Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Menos buracos nas ruas",Não,Faço exercícios enquanto ando de bicicleta.,Discordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Motocicleta,Sim,Discordo fortemente,Não,"Distância da viagem, Tenho medo de sofrer um acidente andando de bicicleta",2,5 - Muito confortável,3,4,3,4,2,5 - Muito confortável,5 - Muito confortável,3,4,1 - Discordo fortemente,Sim,Menor que 1 salário mínimo,,SR 5,Forte e destemido,Ciclista,TRUE
2024-08-15T07:59:34.959Z,Daniel,Feira do Tancredo,26-30,Masculino,Pardo (a),Jardim Das Oliveiras,,Trabalho intermitente,,,,Utilizo pouco (+/-1 vez por mês),Uma vez por semana,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Conforto térmico (temperatura na rua), Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Distância em relação aos carros, motos e outros meios, Segurança pública (em relação a assaltos)",Não,"É mais rápido, É mais barato, Gosto de andar de bicicleta (é prazeroso), É bom pra minha saúde mental",Discordo,Concordo parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,,,,,,,,,,,,,Motocicleta,Uber carro,Carro,,,,,4,3,1 - Muito desconfortável,1 - Muito desconfortável,3,3,2,4,4,2,4,3 - Não sei dizer,Sim,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Ciclista,TRUE
2024-08-15T08:01:04.552Z,Sabrina Farias,Feira do Tancredo Neves,36-40,Masculino,Pardo (a),Serrinha,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Tenho medo de sofrer um acidente andando de bicicleta,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Não gostaria,Sim,Discordo fortemente,Sim,Tenho medo de sofrer um acidente andando de bicicleta,5 - Muito confortável,5 - Muito confortável,3,1 - Muito desconfortável,3,2,2,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,3 - Não sei dizer,Não,Entre 1 e 2 salários mínimos,,SR 8,De jeito nenhum,Não ciclista,FALSE
2024-08-15T08:15:51.364Z,Sabrina Farias,Feira do Tancredo Neves,51-55,Feminino,Pardo (a),Serrinha,,Trabalho intermitente,,,,Não utilizo,,,,,,,,,,,,,Não sei andar de bicicleta,Discordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Carona de carro,,Não gostaria,,,,,3,1 - Muito desconfortável,2,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,2,1 - Muito desconfortável,1 - Muito desconfortável,2,1 - Discordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 8,De jeito nenhum,Não ciclista,FALSE
2024-08-15T08:16:57.526Z,Daniel,Feira do Tancredo,26-30,Masculino,Branco (a),Messejana,,Trabalho intermitente,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo parcialmente,Concordo,Concordo parcialmente,Concordo,Discordo,Concordo,Discordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo,Concordo,Dirigindo carro,Motocicleta,Não gostaria,,,,,5 - Muito confortável,3,2,3,3,2,3,4,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 6,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T08:20:54.363Z,Sabrina Farias,Feira do Tancredo Neves,31-35,Feminino,Pardo (a),Boa Vista / Castelão,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Pelo menos 1 vez por mês,1 - Tenho muito medo,"Mais ciclovias e ciclofaixas, Distância em relação aos carros, motos e outros meios",Não,Faço exercícios enquanto ando de bicicleta.,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Carro,Sim,Discordo fortemente,Não,Tenho medo de sofrer um acidente andando de bicicleta,5 - Muito confortável,3,4,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-15T08:22:11.686Z,Daniel,Feira do Tancredo,41-45,Feminino,,Outro,Tancredo neves,Trabalho intermitente,,,,Utilizo sempre,5 ou mais vezes por semana,"3 - Nem seguro, nem inseguro","Ciclovias e ciclofaixas mais seguras, Menos buracos nas ruas, Distância em relação aos carros, motos e outros meios, Segurança pública (em relação a assaltos)",Sim,"Não tenho outra opção, É mais rápido, É mais barato, Gosto de andar de bicicleta (é prazeroso), É bom pra minha saúde mental",Discordo,Concordo parcialmente,Concordo parcialmente,Discordo,Discordo,Concordo,Concordo,,,,,,,,,,,,,Bicicleta,Carona de carro,Motocicleta,,,,,5 - Muito confortável,2,3,1 - Muito desconfortável,3,1 - Muito desconfortável,3,4,2,2,4,2 - Discordo,Sim,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-15T08:28:20.496Z,Daniel,Feira do Tancredo,26-30,Masculino,Pardo (a),Jangurussu,,Trabalho intermitente,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Motocicleta,Dirigindo carro,Não gostaria,,,,,4,3,2,1 - Muito desconfortável,2,1 - Muito desconfortável,3,4,1 - Muito desconfortável,3,4,2 - Discordo,Não,Entre 2 e 3 salários mínimos,,SR 9,De jeito nenhum,Não ciclista,FALSE
2024-08-15T08:29:23.607Z,Sabrina Farias,Feira do Tancredo Neves,46-50,Masculino,Pardo (a),Dias Macêdo,,Trabalho fixo,,,,Utilizo sempre,Mais de 2 vezes por semana,"3 - Nem seguro, nem inseguro","Mais ciclovias e ciclofaixas, Menos buracos nas ruas, Segurança pública (em relação a assaltos)",Não,"É mais rápido, É mais barato, Gosto de andar de bicicleta (é prazeroso)",Discordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Carro,Sim,Discordo fortemente,Não,Mercadoria das feiras,5 - Muito confortável,5 - Muito confortável,5 - Muito confortável,4,5 - Muito confortável,3,5 - Muito confortável,5 - Muito confortável,3,4,5 - Muito confortável,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,,,Entusiasmado e confiante,Ciclista,FALSE
2024-08-15T08:52:05.570Z,Daniel,Feira do Tancredo,36-40,Masculino,Branco (a),Cambeba,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo,Concordo,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo parcialmente,Discordo,Discordo,Discordo totalmente,Concordo,Concordo,Motocicleta,Carona de carro,Motocicleta,,,,,4,3,3,1 - Muito desconfortável,3,1 - Muito desconfortável,3,4,3,3,5 - Muito confortável,3 - Não sei dizer,Não,Entre 1 e 2 salários mínimos,,SR 6,De jeito nenhum,Não ciclista,FALSE
2024-08-15T08:56:44.754Z,Sabrina Farias,Feira do Tancredo Neves,36-40,Masculino,Pardo (a),Cajazeiras,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,"Tenho medo de sofrer um acidente andando de bicicleta, Tenho medo de ser assaltado",Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Ônibus Municipal ou Vans,,Carro,Sim,Discordo fortemente,Não,"Tenho medo de sofrer um acidente andando de bicicleta, Tenho medo de ser assaltado andando de bicicleta",5 - Muito confortável,2,4,2,4,1 - Muito desconfortável,3,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 9,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T09:04:28.593Z,Daniel,Feira do Tancredo,31-35,Masculino,Pardo (a),Dias Macêdo,,Trabalho fixo,,,,Utilizo sempre,5 ou mais vezes por semana,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Opções de hidratação, Menos buracos nas ruas, Os carros e outros meios de transporte trafegassem/andassem mais devagar",Sim,"É mais rápido, Qualidade do ônibus é muito ruim, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta.",Discordo,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,Concordo,Concordo,,,,,,,,,,,,,Bicicleta,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,3,2,1 - Muito desconfortável,2,3,3,3,1 - Muito desconfortável,3,4,2 - Discordo,Sim,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-15T09:05:37.488Z,Sabrina Farias,Feira do Tancredo Neves,56-60,Masculino,Preto (a),Jardim Das Oliveiras,,Aposentado (a),,,,Utilizo sempre,5 ou mais vezes por semana,2 - Tenho medo,"Mais ciclovias e ciclofaixas, Menos buracos nas ruas, Distância em relação aos carros, motos e outros meios, Segurança pública (em relação a assaltos)",Sim,Gosto de andar de bicicleta (é prazeroso),Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,,,,,,,,,,,,,Bicicleta,,Não gostaria,,,,,5 - Muito confortável,3,5 - Muito confortável,4,5 - Muito confortável,3,4,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,,,Entusiasmado e confiante,Ciclista,FALSE
2024-08-15T09:12:00.041Z,Sabrina Farias,Feira do Tancredo Neves,41-45,Feminino,Branco (a),Jardim América,,Trabalho intermitente,,,,Utilizo raramente,,,,,,,,,,,,,"Tenho medo de sofrer um acidente andando de bicicleta, Desrespeito dos motoristas e motociclistas com o ciclista",Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Uber moto,Sim,Discordo fortemente,Não,Tenho medo de sofrer um acidente andando de bicicleta,5 - Muito confortável,3,3,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,4 - Concordo,Não,Menor que 1 salário mínimo,,SR 4,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T09:12:44.451Z,Daniel,Feira do Tancredo,41-45,Masculino,Pardo (a),Barroso,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Discordo,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,Discordo,Discordo,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,Motocicleta,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,1 - Muito desconfortável,3,,4,1 - Muito desconfortável,3,4,2,3,4,3 - Não sei dizer,Sim,Entre 1 e 2 salários mínimos,,SR 9,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T09:24:11.448Z,Daniel,Feira do Tancredo,31-35,Masculino,Pardo (a),Lagoa Redonda,,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,,Não tenho bicicleta,Discordo,Concordo parcialmente,Concordo parcialmente,Concordo,Discordo,Concordo parcialmente,Discordo totalmente,Concordo parcialmente,Discordo,Concordo parcialmente,Concordo,Bicicleta,Dirigindo carro,Carro,,,,,4,4,1 - Muito desconfortável,3,3,1 - Muito desconfortável,2,3,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,,SR 6,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T09:29:11.919Z,Sabrina Farias,Feira do Tancredo Neves,56-60,Feminino,Pardo (a),Cajazeiras,,Dono (a) de casa,,,,Não utilizo,,,,,,,,,,,,,Não sei andar de bicicleta,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Ônibus Municipal ou Vans,,Não gostaria,Não,Concordo fortemente,Não sei,Não sei andar de bicicleta,4,1 - Muito desconfortável,2,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,3,2 - Discordo,Não,Menor que 1 salário mínimo,,SR 9,De jeito nenhum,Não ciclista,FALSE
2024-08-15T09:39:04.337Z,Daniel,Feira do Tancredo,26-30,Masculino,Pardo (a),Dias Macêdo,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Mais de 2 vezes por semana,"3 - Nem seguro, nem inseguro","Ciclovias e ciclofaixas mais seguras, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Distância em relação aos carros, motos e outros meios, Os carros e outros meios de transporte trafegassem/andassem mais devagar, Segurança pública (em relação a assaltos)",Não,"É mais barato, Qualidade do ônibus é muito ruim, Gosto de andar de bicicleta (é prazeroso), É bom pra minha saúde mental",Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,Discordo,Concordo parcialmente,Concordo,,,,,,,,,,,,,Bicicleta,Dirigindo carro,Bicicleta,,,,,5 - Muito confortável,3,2,1 - Muito desconfortável,2,1 - Muito desconfortável,2,3,2,,4,3 - Não sei dizer,Sim,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Ciclista,TRUE
